ds,yhat,yhat_lower,yhat_upper
2022-11-28,0.512454702157859,-3.1479053338180973,4.32355040736259
2022-12-05,0.3550490030762586,-3.213690095500692,4.340858957404466
2022-12-12,0.2678661216063195,-3.218729562748141,3.9956295540906113
2022-12-19,0.2356377553751863,-3.436501938243783,4.148101825449219
2022-12-26,0.24977884272161432,-3.486784380054182,3.9759175517118566
2023-01-02,0.24827493535483003,-3.76260982999987,4.242507971832113
2023-01-09,0.28393445895329533,-3.4156815242573844,4.00612291519452
2023-01-16,0.3150328027773541,-3.491869356214084,4.271360102427428
2023-01-23,0.34411733888639406,-3.2429485185477174,4.012336487556954
2023-01-30,0.38337952585542934,-3.422344349929822,4.242944782333149
2023-02-06,0.4250083200864531,-3.2663803163448293,4.410649564514849
2023-02-13,0.4699430076270551,-3.223680811412416,4.173638193353326
2023-02-20,0.4913631154900693,-3.4263500583855193,4.504230253223042
2023-02-27,0.45910744114812624,-3.5361300979327512,4.108543537550074
2023-03-06,0.400487254752063,-3.493855617316399,4.288073234602422
2023-03-13,0.2864687026707283,-3.6186238063379585,4.005666863274794
2023-03-20,0.21613600274676165,-3.5013463027389573,4.182135142452328
2023-03-27,0.21848955479785787,-3.7882416578066596,4.064663000469592
2023-04-03,0.30941504672486,-3.4774580797057895,4.1561328119128875
2023-04-10,0.3266697073784356,-3.5341241660453644,4.109867879472542
2023-04-17,0.3152216911129749,-3.4021720350801647,4.017348422112559
2023-04-24,0.3008852334205248,-3.4134320361209882,4.340662810612854
2023-05-01,0.37319957308649754,-3.2914566912400094,4.125725192391412
2023-05-08,0.39136299826567383,-3.511236581645541,4.493593120553247
2023-05-15,0.40156293015659716,-3.3725021088353264,4.317742859112489
2023-05-22,0.393855608374135,-3.4750299803291664,4.123857040879714
2023-05-29,0.38982996644348744,-3.3807159330392262,4.196387697179907
2023-06-05,0.48328231211811545,-3.147812315472313,4.07900608817099
2023-06-12,0.5215755529856273,-3.500243849650128,4.431797450410004
2023-06-19,0.5245756724319338,-3.0826337058308173,4.470820236987517
2023-06-26,0.47384489272094893,-3.2002445310513714,4.798930104538067
2023-07-03,0.4429540746783557,-3.6976460429384246,4.553640070336427
2023-07-10,0.4198430284267763,-3.7079507014453923,4.090734830939545
2023-07-17,0.4611063090861611,-3.2902051357040367,4.2997372466782275
2023-07-24,0.5252727125823069,-3.269362400035935,4.174752976419718
2023-07-31,0.5690601942848711,-3.113010947417923,4.494732300569623
2023-08-07,0.5957468318903676,-3.0108176900190786,4.350531439274829
2023-08-14,0.6362244832808617,-3.238772469841303,4.40517827363574
2023-08-21,0.6993459685564998,-3.194004036741763,4.730469177100716
2023-08-28,0.7390148675342205,-3.214204093927269,4.366582007031397
2023-09-04,0.6651264346336362,-3.2936261800902313,4.9190583516200865
2023-09-11,0.5645912029595632,-3.5324092733166412,4.4470321020741554
2023-09-18,0.481177470146701,-3.4076292609579255,4.008734896407364
2023-09-25,0.4712148958020171,-3.2838803678777384,4.416903760330442
2023-10-02,0.4511830817803095,-3.2701049845207106,4.275321076551472
2023-10-09,0.4710009190134012,-3.5800707779933214,4.370210409702968
2023-10-16,0.431789380217713,-3.2205676370163774,4.6744759874321264
2023-10-23,0.3967082390400307,-3.7541941467748408,4.189578496576456
2023-10-30,0.46130508956233274,-3.0615471428295393,4.461834233094619
2023-11-06,0.5822635492445168,-3.4002820944461942,4.589199016865359
2023-11-13,0.8220673459384729,-3.139733365604272,4.618852565189442
2023-11-20,0.9723348152321747,-2.951528188423816,4.822283073750947
2023-11-27,0.9727126539687485,-2.6523468527942153,4.724058154275123
2023-12-04,0.7978410998080927,-3.072529571783995,4.601982230400861
2023-12-11,0.6776854665990206,-2.9712108012158187,4.543710467699756
2023-12-18,0.6081687065100543,-3.3760002010101355,4.178688849088606
2023-12-25,0.6109112702788163,-3.111106580441253,4.606890580031287
2024-01-01,0.5938301767963702,-3.1876505486091506,4.598297360902766
2024-01-08,0.6156329005179767,-3.3515261855241705,4.027763410796147
2024-01-15,0.6325293198104143,-2.9319640992549516,4.587512524902255
2024-01-22,0.6469900639975958,-3.3509778716201124,4.2204599855544584
2024-01-29,0.6816275920384245,-3.10528377307034,4.608514088058109
2024-02-05,0.7180686648366227,-3.4685831923461117,4.537626746460307
2024-02-12,0.7598675501467045,-2.9359187485240255,4.8105840102172275
2024-02-19,0.7838781873040613,-2.985807253475391,4.618842572317902
2024-02-26,0.7650217292067888,-3.1947972809947793,4.477699433686532
2024-03-04,0.7173565867556932,-3.1141360106920954,4.797336746908339
2024-03-11,0.6037430614877316,-3.1760512471990037,4.675623114240136
2024-03-18,0.5234839849501614,-3.4426283706265663,4.210337423729932
2024-03-25,0.49885504060813296,-3.3985940970091084,4.6284902934685075
2024-04-01,0.5904150605997285,-3.3786781207130936,4.5708002316943865
2024-04-08,0.6165748989655169,-3.228487855126625,4.802130886572896
2024-04-15,0.6136799071791937,-3.2310478834652487,4.485759092528058
2024-04-22,0.5831438124556814,-3.3639337488935617,4.318609079885412
2024-04-29,0.5764012558394054,-3.385995405287841,4.54854004059662
2024-05-06,0.6710746755577229,-3.1502998209196225,4.376172065604286
2024-05-13,0.6870002286602452,-3.294380048524056,4.656712697253492
2024-05-20,0.6839096107397624,-3.19751472452724,4.680108785204674
2024-05-27,0.6785328488537485,-3.1527366979605533,4.706100520629282
2024-06-03,0.7688741520767496,-3.383160154953428,4.9575163267053775
2024-06-10,0.8107363940266338,-3.018106256420571,4.615184989956067
2024-06-17,0.8253652298922087,-2.9905885082771975,4.6962458418048465
2024-06-24,0.7883322031605464,-3.0361440196522036,4.663010981342398
2024-07-01,0.7676962965404059,-3.191896722881161,4.7620810999563385
2024-07-08,0.7456361098616663,-3.126982997842853,4.594259292107399
2024-07-15,0.7899455197159326,-3.111445516541155,4.669892480009224
2024-07-22,0.8673044324157468,-3.09966608403201,4.631046963057931
2024-07-29,0.9274174155785765,-2.847166045852352,4.777329538143774
2024-08-05,0.9660086999176377,-2.8428939785524703,4.837865648218866
2024-08-12,1.0123134123912165,-2.6285697323215245,4.896170465066101
2024-08-19,1.0845166846616239,-2.7115813218480076,4.730857663792496
2024-08-26,1.1401952602057002,-2.5086018939396246,5.069560733122867
2024-09-02,1.0880745785678974,-2.816250432412421,4.806919769601583
2024-09-09,1.0004182225099703,-2.8569410012452625,4.782719768238896
2024-09-16,0.9141530016964007,-2.7605185543866098,4.831866210572242
2024-09-23,0.9013852121688177,-2.9332726007484324,4.876678811030168
2024-09-30,0.9536255186731077,-3.078033684117201,4.571390178110509
2024-10-07,0.9306499224528664,-2.7524757026262545,4.931670029121072
2024-10-14,0.9121704241392449,-3.226972477246189,4.735638727419691
2024-10-21,0.8820597854799211,-3.340294249010584,4.757620823269255
2024-10-28,0.9415208669936207,-2.7336087411325365,4.783018131757896
2024-11-04,1.0614316601601494,-2.8773161069557562,5.229372158507569
2024-11-11,1.3226156090441434,-2.465052788048995,5.170653252030439
2024-11-18,1.5033559004590735,-2.2680839100293553,5.472789833107169
2024-11-25,1.5338454679111955,-2.66722199226568,5.370317216827425
2024-12-02,1.374711148423402,-2.584438171758518,5.567834364073903
2024-12-09,1.2535597255980202,-2.43677932315347,5.186642480096254
2024-12-16,1.1765539309200543,-2.397098407428832,5.199772615884001
2024-12-23,1.1228932779088596,-2.5639805219227134,5.009306993686993
2024-12-30,1.0952094389315539,-2.9232852826426527,4.812748090130157
2025-01-06,1.0284447675967425,-2.7813454399048605,4.729803157358917
2025-01-13,0.9967546669444836,-2.77868716618118,4.723425183332784
2025-01-20,0.962184552237447,-2.677500593579056,4.948753578262657
2025-01-27,0.9272199300760072,-3.2391392088593736,4.818073671669737
2025-02-03,0.8933381190852027,-2.876325377492678,4.840480135271497
2025-02-10,0.866203338066239,-3.0522539188299405,4.66412726318332
2025-02-17,0.8265054767006681,-3.1955526069010887,4.588047541956524
2025-02-24,0.741149094332066,-3.06814507004702,4.677650036602413
2025-03-03,0.6261918834245821,-2.5867608831597937,4.664187573601224
2025-03-10,0.4357839074527523,-3.5693183853302703,4.205208220622552
2025-03-17,0.26754096374811626,-3.743072245251885,3.9595057444809085
2025-03-24,0.1683833472839556,-3.7708041132233183,4.011967898036831
2025-03-31,0.12848775505504012,-3.7568042902079704,3.8676489766992446
2025-04-07,0.16121159256874826,-3.6563254658916504,3.9896343225683997
2025-04-14,0.10179987769223633,-3.779837551107712,4.114010425914279
2025-04-21,0.02696405459040757,-3.9488063640667783,3.9347268052212905
2025-04-28,-0.028603946393043367,-4.016947982549843,3.8113045885360495
2025-05-05,0.01996706991249847,-3.7127557885095395,3.9948826403573037
2025-05-12,-0.0046690953058810825,-3.7664237648979255,3.872628579888337
2025-05-19,-0.048101198358518255,-4.166568833106661,3.4886560647267073
2025-05-26,-0.0958849227864228,-3.937201017961075,3.6513768243835747
2025-06-02,-0.051058827039491494,-4.151507209091057,3.8748348777111574
2025-06-09,-0.049327749059255535,-3.826709170793543,3.855358857490247
2025-06-16,-0.06615119824472387,-3.980348575469338,3.714396646130661
2025-06-17,-0.07270989602228217,-3.7331510495034306,3.8390387458684363
2025-06-18,-0.0805010104329698,-3.7170838435013067,3.597679008308342
2025-06-19,-0.08952001744398834,-4.012929161004761,3.9920692307272847
2025-06-20,-0.09973176910577014,-3.9337031542133376,3.6019513808995125
2025-06-21,-0.11107070830404149,-3.959827955887906,3.5660295280460788
2025-06-22,-0.12344191212644046,-4.1078050366245344,3.5141521534279128
2025-06-23,-0.13672294390237436,-3.9912708768322798,4.040631868614798
2025-06-24,-0.15076647067710938,-4.057790431504159,3.700670849153191
2025-06-25,-0.1654035806561211,-4.064097462044177,3.731996403100618
2025-06-26,-0.1804477146564793,-4.222755441333747,3.574667914690216
2025-06-27,-0.19569910743515917,-3.856833282427397,3.8534002463590515
2025-06-28,-0.21094961947678,-4.248221188194513,3.7909312903185173
2025-06-29,-0.22598782787442728,-3.797699108310483,3.6706956280209164
2025-06-30,-0.24060423669904496,-3.8812134924207546,3.8456742963012154
2025-07-01,-0.21443742701440793,-4.190378368649956,3.8311739935744553
2025-07-02,-0.22761521834071363,-4.104723027359335,3.683823696436834
2025-07-03,-0.2398051619904255,-4.346999020252313,3.605346372701228
2025-07-04,-0.25085495372696687,-4.244583582437799,3.4492476540543553
2025-07-05,-0.26063710613409696,-3.9905036284324917,3.590713974251974
2025-07-06,-0.2690519918947382,-3.954478603946801,3.4369893675101113
2025-07-07,-0.2760301359091387,-3.788929638294296,3.7563106913785616
2025-07-08,-0.281533691254554,-4.061185808498511,3.636795126882141
2025-07-09,-0.2855570570651953,-4.0883268257462095,3.5241510021121822
2025-07-10,-0.2881266208089561,-4.388255235187634,3.280464261626096
2025-07-11,-0.28929963244969337,-3.911617116487543,3.7710311542095
2025-07-12,-0.2891622428925788,-4.178367992484524,3.5887180712919196
2025-07-13,-0.28782676318839684,-4.112102887069033,3.6778569578997766
2025-07-14,-0.2854282235195121,-4.069131762353873,3.8596452027608237
